Landroid/content/res/Resources;,getXml,(I)Landroid/content/res/XmlResourceParser;,5
Landroid/content/Context;,checkPermission,(Ljava/lang/String; I I)I,5
Landroid/os/Process;,myUid,()I,5
Landroid/content/SharedPreferences$Editor;,putLong,(Ljava/lang/String; J)Landroid/content/SharedPreferences$Editor;,5
Landroid/app/Activity;,finish,()V,5
Landroid/content/SharedPreferences;,getLong,(Ljava/lang/String; J)J,5
Landroid/util/Log;,w,(Ljava/lang/String; Ljava/lang/String; Ljava/lang/Throwable;)I,4
Landroid/telecom/CallScreeningService$CallResponse$Builder;,setRejectCall,(Z)Landroid/telecom/CallScreeningService$CallResponse$Builder;,4
Landroid/telecom/Call;,getState,()I,4
Landroid/telecom/Call;,getDetails,()Landroid/telecom/Call$Details;,4
Landroid/telecom/Call;,reject,(Z Ljava/lang/String;)V,4
Landroid/telecom/Call$Callback;,onStateChanged,(Landroid/telecom/Call; I)V,4
Landroid/telecom/Call;,registerCallback,(Landroid/telecom/Call$Callback;)V,4
Landroid/content/Intent;,putExtra,(Ljava/lang/String; Z)Landroid/content/Intent;,4
Landroid/content/Intent;,addFlags,(I)Landroid/content/Intent;,4
Landroid/content/Intent;,setAction,(Ljava/lang/String;)Landroid/content/Intent;,4
Landroid/content/Intent;,putExtra,(Ljava/lang/String; I)Landroid/content/Intent;,4
Landroid/graphics/Bitmap;,getHeight,()I,4
Landroid/graphics/Bitmap;,getWidth,()I,4
Landroid/app/PendingIntent;,getActivity,(Landroid/content/Context; I Landroid/content/Intent; I)Landroid/app/PendingIntent;,4
Landroid/app/Notification;,getGroup,()Ljava/lang/String;,4
Landroid/graphics/drawable/Icon;,createWithBitmap,(Landroid/graphics/Bitmap;)Landroid/graphics/drawable/Icon;,4
Landroid/graphics/drawable/Icon;,setTintList,(Landroid/content/res/ColorStateList;)Landroid/graphics/drawable/Icon;,4
Landroid/graphics/Canvas;,drawCircle,(F F F Landroid/graphics/Paint;)V,4
Landroid/graphics/Paint;,<init>,(I)V,4
Landroid/graphics/Matrix;,<init>,()V,4
Landroid/graphics/Paint;,setColor,(I)V,4
Landroid/graphics/Canvas;,<init>,(Landroid/graphics/Bitmap;)V,4
Landroid/graphics/Matrix;,setTranslate,(F F)V,4
Landroid/graphics/BitmapShader;,<init>,(Landroid/graphics/Bitmap; Landroid/graphics/Shader$TileMode; Landroid/graphics/Shader$TileMode;)V,4
Landroid/graphics/Bitmap;,createBitmap,(I I Landroid/graphics/Bitmap$Config;)Landroid/graphics/Bitmap;,4
Landroid/graphics/Canvas;,setBitmap,(Landroid/graphics/Bitmap;)V,4
Landroid/graphics/Paint;,setShader,(Landroid/graphics/Shader;)Landroid/graphics/Shader;,4
Landroid/graphics/BitmapShader;,setLocalMatrix,(Landroid/graphics/Matrix;)V,4
Landroid/graphics/drawable/Icon;,setTintMode,(Landroid/graphics/PorterDuff$Mode;)Landroid/graphics/drawable/Icon;,4
Landroid/graphics/drawable/Icon;,createWithContentUri,(Ljava/lang/String;)Landroid/graphics/drawable/Icon;,4
Landroid/graphics/drawable/Icon;,createWithData,([B I I)Landroid/graphics/drawable/Icon;,4
Landroid/graphics/drawable/Icon;,getResPackage,()Ljava/lang/String;,4
Landroid/graphics/drawable/Icon;,createWithAdaptiveBitmap,(Landroid/graphics/Bitmap;)Landroid/graphics/drawable/Icon;,4
Landroid/graphics/drawable/Icon;,createWithResource,(Ljava/lang/String; I)Landroid/graphics/drawable/Icon;,4
Landroid/graphics/drawable/Icon;,getUri,()Landroid/net/Uri;,4
Landroid/app/Notification$Builder;,setBubbleMetadata,(Landroid/app/Notification$BubbleMetadata;)Landroid/app/Notification$Builder;,4
Landroid/app/Notification$Action$Builder;,<init>,(I Ljava/lang/CharSequence; Landroid/app/PendingIntent;)V,4
Landroid/app/Notification$Action$Builder;,setContextual,(Z)Landroid/app/Notification$Action$Builder;,4
Landroid/app/RemoteInput$Builder;,setChoices,([Ljava/lang/CharSequence;)Landroid/app/RemoteInput$Builder;,4
Landroid/app/RemoteInput$Builder;,setAllowFreeFormInput,(Z)Landroid/app/RemoteInput$Builder;,4
Landroid/app/RemoteInput$Builder;,build,()Landroid/app/RemoteInput;,4
Landroid/app/RemoteInput$Builder;,addExtras,(Landroid/os/Bundle;)Landroid/app/RemoteInput$Builder;,4
Landroid/app/RemoteInput$Builder;,setLabel,(Ljava/lang/CharSequence;)Landroid/app/RemoteInput$Builder;,4
Landroid/app/RemoteInput$Builder;,<init>,(Ljava/lang/String;)V,4
Landroid/app/Notification$Action$Builder;,<init>,(Landroid/graphics/drawable/Icon; Ljava/lang/CharSequence; Landroid/app/PendingIntent;)V,4
Landroid/os/Bundle;,putCharSequenceArray,(Ljava/lang/String; [Ljava/lang/CharSequence;)V,4
Landroid/os/Bundle;,putStringArrayList,(Ljava/lang/String; Ljava/util/ArrayList;)V,4
Landroid/graphics/drawable/Icon;,getResId,()I,4
Landroid/app/Notification$Builder;,setColorized,(Z)Landroid/app/Notification$Builder;,4
Landroid/app/Notification$Builder;,setAllowSystemGeneratedContextualActions,(Z)Landroid/app/Notification$Builder;,4
Landroid/app/Notification$Builder;,setCustomHeadsUpContentView,(Landroid/widget/RemoteViews;)Landroid/app/Notification$Builder;,4
Landroid/app/Notification$Builder;,setCustomBigContentView,(Landroid/widget/RemoteViews;)Landroid/app/Notification$Builder;,4
Landroid/app/Notification$Builder;,setCustomContentView,(Landroid/widget/RemoteViews;)Landroid/app/Notification$Builder;,4
Landroid/os/Bundle;,remove,(Ljava/lang/String;)V,4
Landroid/app/NotificationManager;,notify,(I Landroid/app/Notification;)V,4
Landroid/content/res/Resources;,getDisplayMetrics,()Landroid/util/DisplayMetrics;,4
Landroid/content/res/Resources;,getIdentifier,(Ljava/lang/String; Ljava/lang/String; Ljava/lang/String;)I,4
Landroid/content/SharedPreferences$Editor;,putInt,(Ljava/lang/String; I)Landroid/content/SharedPreferences$Editor;,4
Landroid/content/res/Resources;,getString,(I)Ljava/lang/String;,4
Landroid/os/PowerManager;,newWakeLock,(I Ljava/lang/String;)Landroid/os/PowerManager$WakeLock;,4
Landroid/database/Cursor;,getInt,(I)I,4
Landroid/database/Cursor;,getColumnIndex,(Ljava/lang/String;)I,4
Landroid/database/Cursor;,getString,(I)Ljava/lang/String;,4
Landroid/database/Cursor;,getLong,(I)J,4
Landroid/app/job/JobInfo$Builder;,build,()Landroid/app/job/JobInfo;,4
Landroid/util/Log;,d,(Ljava/lang/String; Ljava/lang/String;)I,4
Landroid/content/Context;,getString,(I)Ljava/lang/String;,4
Landroid/graphics/drawable/Drawable;,invalidateSelf,()V,4
Landroid/util/TypedValue;,<init>,()V,4
Landroid/content/Context;,getTheme,()Landroid/content/res/Resources$Theme;,4
Landroid/view/View;,getVisibility,()I,4
Landroid/os/Handler;,<init>,()V,4
Landroid/widget/Toast;,show,()V,4
Landroid/widget/LinearLayout;,setVisibility,(I)V,4
Landroid/os/Handler;,hasMessages,(I)Z,4
Landroid/content/Intent;,getFlags,()I,4
Landroid/content/Intent;,getCategories,()Ljava/util/Set;,4
Landroid/os/Handler;,sendEmptyMessage,(I)Z,4
Landroid/content/Intent;,getData,()Landroid/net/Uri;,4
Landroid/content/Intent;,getScheme,()Ljava/lang/String;,4
Landroid/content/Intent;,resolveTypeIfNeeded,(Landroid/content/ContentResolver;)Ljava/lang/String;,4
Landroid/content/IntentFilter;,match,(Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Landroid/net/Uri; Ljava/util/Set; Ljava/lang/String;)I,4
